id,province,district,property_type,bedrooms,baths,floor_area,nearby_stations,nearby_station_distance,nearby_supermarkets,nearby_shops,facilities,price,station_name,station_distance,total_facilities
10976310,Bangkok,Khlong San,Condo,1.0,1.0,40,2,"[['G1/S7 Krung Thon Buri BTS', 90], ['G2 Charoen Nakhon BTS', 720]]",14.0,20,"['Car Park', 'Community Garden', 'CCTV', 'Fitness corner', 'Gymnasium room', 'Launderette', 'Lift lobby', 'Mini-Mart', 'Multi-purpose hall', 'Sauna', '24 hours security', 'Steam bath', 'Swimming pool']",3900000,Krung Thon Buri BTS,90,13
10732587,Bangkok,Watthana,Condo,1.0,1.0,30,1,"[['E9 On Nut BTS', 680]]",10.0,17,"['BBQ pits', 'Car Park', 'Community Garden', 'CCTV', 'Fitness corner', 'Gymnasium room', 'Lift lobby', 'Mini-Mart', 'Playground', '24 hours security', 'Swimming pool']",3200000,On Nut BTS,680,11
10682896,Bangkok,Bang Khun Thian,Detached House,4.0,3.0,189,0,,3.0,4,['Covered car park'],6900000,-,0,1
10876917,Samut Prakan,Phra Samut Jadee,Townhouse,3.0,2.0,139,0,,3.0,1,"['CCTV', '24 hours security']",3090000,-,0,2
10529903,Bangkok,Khlong Toei,Condo,1.0,1.0,31,1,"[['E8 Phra Khanong BTS', 270]]",20.0,17,"['Car Park', ""Children's Playground"", 'CCTV', 'Fitness corner', 'Sauna', '24 hours security', 'Swimming pool']",2500000,Phra Khanong BTS,270,7
10609605,Bangkok,Khlong Toei,Condo,2.0,2.0,67,2,"[['BL23 Queen Sirikit National Convention Centre MRT', 400], ['E5 Phrom Phong BTS', 950]]",18.0,20,"['Covered car park', 'CCTV', 'Fitness corner', 'Pavillion', 'Playground', '24 hours security', 'Swimming pool']",5900000,Queen Sirikit National Convention Centre MRT,400,7
10940565,Nonthaburi,Mueang Nonthaburi,Condo,1.0,1.0,26,0,,2.0,4,"['Car Park', 'Covered car park', 'Clubhouse', 'CCTV', 'Fitness corner', 'Gymnasium room', 'Library', 'Lift lobby', 'Lounge', '24 hours security', 'Steam bath', 'Swimming pool']",1600000,-,0,12
10940435,Bangkok,Din Daeng,Condo,1.0,1.0,31,1,"[['BL17 Sutthisan MRT', 800]]",12.0,12,"['CCTV', 'Fitness corner', '24 hours security', 'Swimming pool']",2900000,Sutthisan MRT,800,4
7667211,Bangkok,Phra Khanong,Condo,2.0,2.0,51,2,"[['E12 Udom Suk BTS', 680], ['E11 Punnawithi BTS', 810]]",15.0,17,"['Cafes', ""Children's Playground"", 'Club', 'Community Garden', 'Community Plaza', 'CCTV', 'Eateries', 'Fitness corner', 'Function room', 'Jogging track', 'Meeting room', 'Mini-Mart', 'Sauna', '24 hours security', 'Swimming pool']",9780000,Udom Suk BTS,680,15
10973996,Nonthaburi,Bang Kruai,Townhouse,3.0,2.0,125,0,,7.0,5,"[""Children's Playground"", 'Clubhouse', 'Community Garden', 'CCTV', 'Jogging track', '24 hours security', 'Swimming pool']",2800000,-,0,7
10978964,Bangkok,Watthana,Condo,1.0,1.0,44,1,"[['E6 Thong Lo BTS', 740]]",20.0,20,"['Covered car park', 'CCTV', 'Fitness corner', '24 hours security', 'Swimming pool']",8200000,Thong Lo BTS,740,5
11047075,Nonthaburi,Mueang Nonthaburi,Condo,1.0,1.0,31,0,,2.0,4,"['Car Park', 'Covered car park', 'Clubhouse', 'CCTV', 'Fitness corner', 'Gymnasium room', 'Library', 'Lift lobby', 'Lounge', '24 hours security', 'Steam bath', 'Swimming pool']",1930000,-,0,12
10722786,Bangkok,Khlong Sam Wa,Townhouse,4.0,3.0,72,0,,2.0,3,[],2490000,-,0,0
11011814,Bangkok,Bang Rak,Condo,2.0,2.0,63,3,"[['S4 Saint Louis BTS', 200], ['S3 Chong Nonsi BTS', 290], ['B1 Sathorn BRT', 390]]",20.0,20,"['Car Park', 'Community Garden', 'CCTV', 'Fitness corner', 'Lift lobby', '24 hours security', 'Swimming pool']",8790000,Saint Louis BTS,200,7
11010935,Nonthaburi,Mueang Nonthaburi,Condo,1.0,1.0,26,2,"[['PP13 Yaek Tiwanon MRT', 30], ['PP12 Ministry of Public Health MRT', 960]]",2.0,5,"['Covered car park', 'CCTV', 'Fitness corner', 'Pool Deck', 'Sauna', '24 hours security', 'Steam bath', 'Swimming pool']",1890000,Yaek Tiwanon MRT,30,8
10848302,Bangkok,Din Daeng,Condo,2.0,1.0,44,1,"[['BL18 Huai Khwang MRT', 60]]",20.0,20,"['Covered car park', 'Clubhouse', 'CCTV', 'Fitness corner', 'Open car park', 'Sauna', '24 hours security', 'Spa pool', 'Swimming pool']",4200000,Huai Khwang MRT,60,9
11010237,Bangkok,Bang Bon,Townhouse,2.0,1.0,96,0,,4.0,20,['Playground'],1100000,-,0,1
11030357,Nonthaburi,Mueang Nonthaburi,Condo,1.0,1.0,45,1,"[['PP12 Ministry of Public Health MRT', 280]]",6.0,10,"['Car Park', 'Covered car park', 'Clubhouse', 'CCTV', 'Fitness corner', 'Function room', 'Gymnasium room', 'Launderette', 'Library', 'Lift lobby', 'Lounge', '24 hours security', 'Sky Lounge', 'Steam bath', 'Swimming pool', 'Wading pool']",3300000,Ministry of Public Health MRT,280,16
10049954,Bangkok,Bang Rak,Condo,1.0,1.0,34,3,"[['BL27 Sam Yan MRT', 160], ['S2 Sala Daeng BTS', 440], ['BL26 Silom MRT', 640]]",20.0,20,"['Covered car park', 'CCTV', 'Fitness corner', '24 hours security', 'Swimming pool']",7000000,Sam Yan MRT,160,5
11005005,Nonthaburi,Bang Kruai,Detached House,3.0,2.0,120,0,,3.0,1,"['Clubhouse', 'Community Garden', 'CCTV', 'Jogging track', 'Pavillion', 'Playground', '24 hours security', 'Swimming pool', 'Wading pool']",2690000,-,0,9
8010228,Bangkok,Thon Buri,Condo,1.0,1.0,40,3,"[['B12 Ratchaphruek BRT', 180], ['S10 Talat Phlu BTS', 530], ['S9 Pho Nimit BTS', 650]]",8.0,20,"['Car Park', 'CCTV', 'Fitness corner', 'Gymnasium room', 'Lift lobby', 'Sauna', '24 hours security', 'Swimming pool']",3400000,Ratchaphruek,180,8
10971294,Samut Prakan,Bang Phli,Condo,1.0,1.0,30,0,,7.0,2,"['Amphitheatre', 'Car Park', 'Community Garden', 'CCTV', 'Fitness corner', 'Library', 'Meeting room', '24 hours security', 'Sky Lounge', 'Swimming pool']",2360000,-,0,10
7977782,Samut Prakan,Mueang Samut Prakan,Condo,1.0,1.0,28,1,"[['E15 Samrong BTS', 630]]",15.0,20,"['Car Park', 'CCTV', 'Fitness corner', 'Gymnasium room', 'Lift lobby', '24 hours security', 'Swimming pool']",1650000,Samrong BTS,630,7
10916866,Nonthaburi,Pak Kret,Condo,1.0,1.0,33,0,,6.0,8,"['Covered car park', ""Children's Playground"", 'Clubhouse', 'Community Garden', 'CCTV', 'Fitness corner', 'Meeting room', '24 hours security', 'Sky Lounge', 'Swimming pool', 'Wading pool']",1950000,-,0,11
11004638,Samut Prakan,Bang Phli,Detached House,3.0,2.0,120,0,,9.0,5,"['Clubhouse', 'Community Garden', 'CCTV', 'Pavillion', '24 hours security', 'Swimming pool']",2699000,-,0,6
8885116,Nonthaburi,Mueang Nonthaburi,Townhouse,3.0,2.0,90,2,"[['PP07 Sai Ma MRT', 340], ['PP06 Bang Rak Noi Tha It MRT', 940]]",4.0,6,[],2400000,Sai Ma MRT,340,0
9557041,Bangkok,Chatuchak,Condo,1.0,1.0,37,2,"[['N10 Phahon Yothin 24 BTS', 330], ['N11 Ratchayothin BTS', 550]]",20.0,8,"['Covered car park', 'Club', 'Clubhouse', 'CCTV', 'Fitness corner', 'Function room', 'Library', 'Pavillion', '24 hours security', 'Sky Lounge', 'Spa pool', 'Swimming pool']",6350000,Phahon Yothin 24 BTS,330,12
10998465,Bangkok,Suan Luang,Condo,1.0,1.0,31,0,,5.0,7,"['Car Park', 'Clubhouse', 'Community Garden', 'CCTV', 'Fitness corner', 'Function room', 'Jogging track', 'Library', '24 hours security', 'Sky Lounge', 'Swimming pool']",2290000,-,0,11
10538961,Bangkok,Khlong Toei,Condo,1.0,1.0,29,2,"[['E6 Thong Lo BTS', 760], ['E7 Ekkamai BTS', 980]]",18.0,20,"['BBQ pits', 'Car Park', 'Covered car park', 'CCTV', 'Fitness corner', 'Jacuzzi', 'Library', 'Lounge', 'Open car park', 'Pool Deck', '24 hours security', 'Sky Lounge', 'Steam bath', 'Swimming pool']",3990000,Thong Lo BTS,760,14
10876096,Nonthaburi,Mueang Nonthaburi,Detached House,4.0,2.0,212,0,,8.0,2,"['Covered car park', '24 hours security']",5600000,-,0,2
11023778,Samut Prakan,Bang Phli,Detached House,4.0,3.0,280,0,,7.0,12,[],3500000,-,0,0
10863476,Bangkok,Khlong Toei,Condo,1.0,1.0,43,1,"[['E6 Thong Lo BTS', 70]]",16.0,20,"['Car Park', 'Covered car park', 'CCTV', 'Fitness corner', '24 hours security', 'Swimming pool']",5950000,Thong Lo BTS,70,6
9830291,Bangkok,Bang Khae,Townhouse,3.0,3.0,146,0,,3.0,5,['24 hours security'],3490000,-,0,1
11030753,Bangkok,Bang Na,Condo,2.0,1.0,66,1,"[['E12 Udom Suk BTS', 840]]",13.0,18,"['Car Park', 'Covered car park', 'CCTV', 'Fitness corner', 'Gymnasium room', 'Lift lobby', '24 hours security', 'Swimming pool']",4600000,Udom Suk BTS,840,8
10557489,Nonthaburi,Bang Bua Thong,Townhouse,3.0,3.0,170,1,"[['PP03 Sam Yaek Bang Yai MRT', 600]]",2.0,6,"['Clubhouse', 'Community Garden', 'Fitness corner', '24 hours security', 'Swimming pool', 'Wading pool']",3300000,Sam Yaek Bang Yai MRT,600,6
10907896,Bangkok,Watthana,Condo,1.0,1.0,35,2,"[['E5 Phrom Phong BTS', 600], ['BL22 Sukhumvit MRT', 780]]",17.0,20,"['Basement car park', 'Car Park', 'Covered car park', 'CCTV', 'Fitness corner', 'Gymnasium room', 'Lift lobby', 'Lounge', 'Open car park', 'Sauna', '24 hours security', 'Steam bath', 'Swimming pool']",7700000,Phrom Phong BTS,600,13
10931613,Bangkok,Pathum Wan,Condo,1.0,1.0,50,3,"[['E1 Chit Lom BTS', 540], ['E2 Ploen Chit BTS', 630], ['A7 Ratchaprarop Airport Link', 880]]",16.0,20,"['Car Park', 'Covered car park', 'CCTV', 'Fitness corner', '24 hours security', 'Swimming pool']",7490000,Chit Lom BTS,540,6
10960944,Bangkok,Watthana,Condo,2.0,2.0,55,1,"[['E8 Phra Khanong BTS', 400]]",15.0,20,"['Car Park', 'CCTV', 'Fitness corner', 'Gymnasium room', 'Lift lobby', 'Playground', 'Sauna', '24 hours security', 'Swimming pool']",4500000,Phra Khanong BTS,400,9
10880576,Nonthaburi,Bang Yai,Detached House,4.0,3.0,160,0,,0.0,7,"['Basketball court', 'Clubhouse', 'Community Garden', 'CCTV', 'Fitness corner', 'Playground', 'Sauna', '24 hours security', 'Swimming pool']",5890000,-,0,9
10863249,Nonthaburi,Bang Bua Thong,Townhouse,3.0,2.0,100,0,,3.0,2,"['Clubhouse', 'Community Garden', 'CCTV', 'Fitness corner', '24 hours security', 'Swimming pool']",3390000,-,0,6
11007571,Bangkok,Thon Buri,Condo,1.0,1.0,46,3,"[['S9 Pho Nimit BTS', 300], ['B12 Ratchaphruek BRT', 530], ['S10 Talat Phlu BTS', 880]]",9.0,20,"['Car Park', 'Community Garden', 'CCTV', 'Fitness corner', 'Gymnasium room', 'Lift lobby', '24 hours security', 'Swimming pool']",5140000,Pho Nimit BTS,300,8
11007923,Samut Prakan,Bang Bo,Condo,1.0,1.0,30,0,,0.0,1,"['Covered car park', 'Community Garden', 'CCTV', 'Fitness corner', '24 hours security', 'Swimming pool']",1340000,-,0,6
10806889,Bangkok,Prawet,Townhouse,3.0,2.0,115,0,,6.0,6,"['Covered car park', 'Playground', '24 hours security']",2900000,-,0,3
10604719,Bangkok,Watthana,Condo,1.0,2.0,67,3,"[['E3 Nana BTS', 310], ['BL22 Sukhumvit MRT', 450], ['BL21 Phetchaburi MRT', 980]]",13.0,20,"['Covered car park', 'CCTV', 'Fitness corner', '24 hours security']",6950000,Nana BTS,310,4
2672669,Bangkok,Yan Nawa,Condo,2.0,2.0,70,1,"[['B4 Thanon Chan BRT', 610]]",20.0,20,"['Covered car park', 'CCTV', '24 hours security']",4190000,Thanon Chan,610,3
10407758,Bangkok,Rat Burana,Condo,2.0,2.0,59,0,,0.0,4,"['CCTV', 'Sauna', '24 hours security', 'Swimming pool']",4200000,-,0,4
10907883,Nonthaburi,Mueang Nonthaburi,Condo,1.0,1.0,33,2,"[['PP13 Yaek Tiwanon MRT', 430], ['PP12 Ministry of Public Health MRT', 820]]",3.0,5,"['Car Park', 'Covered car park', 'CCTV', 'Fitness corner', '24 hours security', 'Swimming pool']",1700000,Yaek Tiwanon MRT,430,6
11008983,Nonthaburi,Pak Kret,Condo,2.0,1.0,59,0,,3.0,1,"['Car Park', 'Community Garden', 'CCTV', 'Eateries', 'Fitness corner', 'Launderette', 'Lift lobby', 'Mini-Mart', '24 hours security', 'Swimming pool']",3650000,-,0,10
10678212,Samut Prakan,Mueang Samut Prakan,Condo,1.0,1.0,26,2,"[['E16 Pu Chao BTS', 400], ['E15 Samrong BTS', 970]]",5.0,5,"['CCTV', 'Fitness corner', '24 hours security', 'Swimming pool']",1390000,Pu Chao BTS,400,4
10390211,Bangkok,Bang Khae,Detached House,3.0,3.0,180,0,,0.0,1,"['Car Park', ""Children's Playground"", 'Clubhouse', 'Community Garden', 'CCTV', 'Fitness corner', 'Lounge', 'Meeting room', 'Playground', '24 hours security', 'Swimming pool']",9390000,-,0,11
10878136,Nonthaburi,Mueang Nonthaburi,Condo,1.0,1.0,35,1,"[['PP13 Yaek Tiwanon MRT', 110]]",3.0,4,"['Car Park', 'Community Garden', 'CCTV', 'Fitness corner', 'Lift lobby', 'Roof Terrace', '24 hours security', 'Steam bath', 'Swimming pool']",2850000,Yaek Tiwanon MRT,110,9
10100512,Bangkok,Thon Buri,Condo,1.0,1.0,42,3,"[['B12 Ratchaphruek BRT', 280], ['S10 Talat Phlu BTS', 420], ['S9 Pho Nimit BTS', 980]]",7.0,17,"['Car Park', 'Covered car park', 'CCTV', 'Fitness corner', 'Gymnasium room', 'Lift lobby', 'Sauna', '24 hours security', 'Swimming pool']",2290000,Ratchaphruek,280,9
10986235,Nonthaburi,Bang Yai,Townhouse,4.0,3.0,200,0,,4.0,6,['Car Park'],4500000,-,0,1
7184782,Bangkok,Chatuchak,Condo,2.0,2.0,56,3,"[['BL14 Phahon Yothin MRT', 790], ['N9 Ha Yaek Lat Phrao BTS', 800], ['BL15 Lat Phrao MRT', 940]]",11.0,20,"['Car Park', 'CCTV', 'Fitness corner', 'Gymnasium room', 'Launderette', 'Library', 'Lift lobby', '24 hours security', 'Swimming pool']",4750000,Phahon Yothin MRT,790,9
11032463,Bangkok,Thung Khru,Townhouse,3.0,3.0,155,0,,5.0,5,"['Covered car park', '24 hours security']",3900000,-,0,2
11019695,Bangkok,Huai Khwang,Condo,1.0,1.0,35,3,"[['BL20 Phra Ram 9 MRT', 270], ['E4 Asok BTS', 780], ['A6 Makkasan Airport Link', 780]]",13.0,20,"['Covered car park', 'CCTV', 'Fitness corner', '24 hours security', 'Swimming pool']",5900000,Phra Ram 9 MRT,270,5
11008945,Samut Prakan,Mueang Samut Prakan,Condo,1.0,1.0,29,1,"[['E15 Samrong BTS', 580]]",15.0,20,"['Covered car park', 'Clubhouse', 'CCTV', 'Fitness corner', '24 hours security', 'Swimming pool']",1780000,Samrong BTS,580,6
10980091,Bangkok,Bang Na,Condo,2.0,2.0,49,2,"[['E11 Punnawithi BTS', 760], ['E12 Udom Suk BTS', 820]]",14.0,17,"['Car Park', 'Community Garden', 'CCTV', 'Fitness corner', 'Library', 'Lift lobby', 'Mini-Mart', '24 hours security', 'Sky Lounge', 'Swimming pool']",8500000,Punnawithi BTS,760,10
10932943,Nonthaburi,Mueang Nonthaburi,Condo,1.0,1.0,32,2,"[['PP09 Yaek Nonthaburi 1 MRT', 470], ['PP10 Bang Krasor MRT', 730]]",10.0,17,"['Car Park', 'Community Garden', 'CCTV', 'Fitness corner', 'Library', 'Lift lobby', 'Meeting room', 'Mini-Mart', 'Roof Terrace', '24 hours security', 'Sky Lounge', 'Swimming pool']",2700000,Yaek Nonthaburi 1 MRT,470,12
10968325,Bangkok,Huai Khwang,Condo,1.0,1.0,25,1,"[['BL18 Huai Khwang MRT', 730]]",20.0,18,"['Covered car park', 'Club', 'Clubhouse', 'CCTV', 'Fitness corner', 'Game room', 'Jacuzzi', 'Library', 'Mini golf range', 'Pavillion', 'Playground', 'Sauna', '24 hours security', 'Sky Lounge', 'Swimming pool']",2750000,Huai Khwang MRT,730,15
10979208,Nonthaburi,Bang Yai,Detached House,3.0,3.0,150,0,,1.0,3,"['Basketball court', ""Children's Playground"", 'Clubhouse', 'Community Garden', 'CCTV', 'Fitness corner', 'Jacuzzi', '24 hours security', 'Swimming pool']",5800000,-,0,9
10726121,Samut Prakan,Mueang Samut Prakan,Townhouse,3.0,3.0,159,0,,9.0,4,"['Playground', '24 hours security', 'Swimming pool', 'Wading pool']",3500000,-,0,4
10844467,Bangkok,Nong Khaem,Townhouse,3.0,3.0,150,0,,10.0,10,"[""Children's Playground"", 'Community Garden', 'CCTV', '24 hours security']",3200000,-,0,4
10998474,Bangkok,Bang Na,Condo,1.0,1.0,27,1,"[['E12 Udom Suk BTS', 150]]",12.0,14,"['Car Park', 'Covered car park', 'CCTV', 'Fitness corner', 'Gymnasium room', 'Library', 'Lift lobby', 'Sauna', '24 hours security', 'Spa pool', 'Swimming pool', 'Wading pool']",2450000,Udom Suk BTS,150,12
10840970,Bangkok,Prawet,Condo,1.0,1.0,37,0,,6.0,12,"['Car Park', 'Community Garden', 'Eateries', 'Fitness corner', 'Mini-Mart', 'Putting Green', 'Sauna', 'Swimming pool']",1350000,-,0,8
11023703,Samut Prakan,Mueang Samut Prakan,Detached House,4.0,3.0,200,0,,8.0,6,[],3400000,-,0,0
10784117,Bangkok,Sathon,Condo,1.0,1.0,35,0,,18.0,11,"['Car Park', 'CCTV', 'Fitness corner', 'Gymnasium room', 'Lift lobby', 'Lounge', '24 hours security', 'Steam bath', 'Swimming pool']",4200000,-,0,9
10891033,Bangkok,Huai Khwang,Condo,1.0,1.0,41,3,"[['BL20 Phra Ram 9 MRT', 390], ['E4 Asok BTS', 920], ['A6 Makkasan Airport Link', 970]]",14.0,20,"['Covered car park', 'Club', 'Clubhouse', 'CCTV', 'Fitness corner', 'Function room', 'Game room', 'Launderette', 'Library', 'Lounge', 'Mini golf range', 'Mini-Mart', 'Multi-purpose hall', 'Pavillion', 'Playground', 'Putting Green', 'Sauna', '24 hours security', 'Sky Lounge', 'Swimming pool', 'Tennis courts']",6300000,Phra Ram 9 MRT,390,21
10806011,Nonthaburi,Bang Kruai,Detached House,3.0,3.0,200,1,"[['RW05 SRT Bang Bamru', 850]]",2.0,3,['Covered car park'],6400000,Bang Bamru,850,1
11029729,Bangkok,Prawet,Detached House,3.0,2.0,156,0,,3.0,2,[],4900000,-,0,0
10769675,Nonthaburi,Pak Kret,Condo,2.0,1.0,54,0,,7.0,6,"['24 hours security', 'Swimming pool', 'Tennis courts']",1750000,-,0,3
10933081,Samut Prakan,Mueang Samut Prakan,Condo,1.0,1.0,24,2,"[['E21 Praek Sa BTS', 630], ['E20 Srinagarindra BTS', 940]]",5.0,6,"['Covered car park', 'CCTV', 'Fitness corner', 'Lounge', 'Mini-Mart', 'Multi-purpose hall', '24 hours security', 'Sky Lounge', 'Swimming pool']",1590000,Praek Sa BTS,630,9
10531038,Samut Prakan,Mueang Samut Prakan,Condo,1.0,1.0,27,1,"[['E15 Samrong BTS', 610]]",16.0,20,"['Car Park', 'Covered car park', 'CCTV', 'Fitness corner', 'Gymnasium room', 'Library', 'Lift lobby', 'Lounge', 'Open car park', '24 hours security', 'Swimming pool', 'Wading pool']",1500000,Samrong BTS,610,12
10781344,Samut Prakan,Bang Phli,Townhouse,2.0,3.0,110,0,,3.0,1,"['Clubhouse', 'CCTV', 'Fitness corner', 'Playground', '24 hours security', 'Steam bath', 'Swimming pool']",4500000,-,0,7
10403340,Bangkok,Khlong Toei,Condo,2.0,2.0,56,1,"[['E9 On Nut BTS', 940]]",4.0,6,"['Car Park', 'Covered car park', 'Clubhouse', 'CCTV', 'Jacuzzi', 'Meeting room', '24 hours security', 'Swimming pool']",5990000,On Nut BTS,940,8
11030127,Bangkok,Phra Khanong,Condo,1.0,1.0,30,2,"[['E11 Punnawithi BTS', 520], ['E12 Udom Suk BTS', 740]]",5.0,13,"['Covered car park', 'CCTV', 'Fitness corner', '24 hours security', 'Swimming pool']",2200000,Punnawithi BTS,520,5
10827300,Bangkok,Ratchathewi,Condo,1.0,1.0,26,3,"[['BL20 Phra Ram 9 MRT', 340], ['A6 Makkasan Airport Link', 540], ['E4 Asok BTS', 640]]",10.0,20,"['Basement car park', 'Covered car park', 'CCTV', 'Fitness corner', '24 hours security', 'Sky Lounge', 'Spa pool', 'Steam bath', 'Swimming pool', 'Wading pool']",4000000,Phra Ram 9 MRT,340,10
11031518,Nonthaburi,Bang Bua Thong,Townhouse,4.0,2.0,144,0,,7.0,2,[],2750000,-,0,0
10814844,Bangkok,Bang Kapi,Townhouse,3.0,3.0,186,0,,6.0,6,"['Clubhouse', 'Community Garden', 'CCTV', 'Fitness corner', '24 hours security', 'Swimming pool']",4330000,-,0,6
10545119,Bangkok,Yan Nawa,Condo,1.0,1.0,29,2,"[['B6 Wat Dan BRT', 350], ['B7 Wat Pariwat BRT', 650]]",4.0,6,"['Car Park', 'Community Garden', 'Community Plaza', 'CCTV', 'Fitness corner', 'Roof Terrace', '24 hours security', 'Swimming pool']",2450000,Wat Dan,350,8
10932939,Nonthaburi,Mueang Nonthaburi,Detached House,5.0,5.0,161,0,,5.0,4,['Covered car park'],7000000,-,0,1
10907703,Bangkok,Phra Khanong,Condo,1.0,1.0,28,2,"[['E11 Punnawithi BTS', 570], ['E10 Bang Chak BTS', 970]]",9.0,13,"['Car Park', 'Community Garden', 'CCTV', 'Fitness corner', 'Mini-Mart', '24 hours security', 'Swimming pool']",1990000,Punnawithi BTS,570,7
10752728,Samut Prakan,Mueang Samut Prakan,Condo,2.0,2.0,62,2,"[['E16 Pu Chao BTS', 140], ['E15 Samrong BTS', 980]]",5.0,6,"['Car Park', 'Covered car park', ""Children's Playground"", 'CCTV', 'Gymnasium room', 'Jacuzzi', 'Lift lobby', '24 hours security', 'Steam bath', 'Swimming pool']",5190000,Pu Chao BTS,140,10
10847229,Bangkok,Ratchathewi,Condo,1.0,1.0,48,3,"[['A6 Makkasan Airport Link', 570], ['BL21 Phetchaburi MRT', 760], ['E4 Asok BTS', 810]]",5.0,20,"['Car Park', 'CCTV', 'Fitness corner', 'Gymnasium room', 'Lift lobby', 'Mini-Mart', 'Sauna', '24 hours security', 'Swimming pool']",4900000,Makkasan,570,9
10671835,Bangkok,Bang Sue,Condo,1.0,1.0,28,2,"[['PP15 Bang Son MRT', 170], ['RW02 SRT Bang Son', 410]]",6.0,4,"['Car Park', 'Community Garden', 'CCTV', 'Fitness corner', '24 hours security', 'Swimming pool']",1500000,Bang Son MRT,170,6
10860630,Samut Prakan,Bang Phli,Townhouse,3.0,2.0,72,0,,6.0,1,"['Covered car park', '24 hours security']",2100000,-,0,2
11030887,Samut Prakan,Phra Samut Jadee,Detached House,4.0,2.0,150,0,,0.0,2,[],3290000,-,0,0
11006587,Bangkok,Suan Luang,Condo,1.0,1.0,26,0,,9.0,5,"['Basketball court', 'Car Park', 'Community Garden', 'CCTV', 'Fitness corner', 'Launderette', 'Mini-Mart', 'Multi-purpose hall', 'Playground', '24 hours security', 'Swimming pool']",1690000,-,0,11
10957269,Bangkok,Huai Khwang,Condo,1.0,1.0,37,3,"[['BL20 Phra Ram 9 MRT', 370], ['E4 Asok BTS', 750], ['A6 Makkasan Airport Link', 800]]",14.0,20,"['Covered car park', 'Club', 'Clubhouse', 'CCTV', 'Fitness corner', 'Function room', 'Library', 'Lounge', 'Mini-Mart', 'Multi-purpose hall', 'Pavillion', '24 hours security', 'Swimming pool']",5290000,Phra Ram 9 MRT,370,13
10993734,Nonthaburi,Pak Kret,Detached House,3.0,3.0,200,0,,5.0,8,"['Covered car park', 'Clubhouse', 'Playground', '24 hours security', 'Swimming pool', 'Wading pool']",8900000,-,0,6
10843460,Bangkok,Watthana,Condo,1.0,1.0,34,3,"[['BL21 Phetchaburi MRT', 520], ['BL22 Sukhumvit MRT', 580], ['E4 Asok BTS', 630]]",11.0,20,"['Car Park', 'Covered car park', 'CCTV', 'Fitness corner', '24 hours security', 'Swimming pool']",2999000,Phetchaburi MRT,520,6
9701705,Samut Prakan,Mueang Samut Prakan,Condo,2.0,1.0,48,1,"[['E14 Bearing BTS', 360]]",8.0,20,"['Covered car park', 'Club', 'Clubhouse', 'CCTV', 'Fitness corner', 'Function room', 'Gymnasium room', 'Library', 'Lounge', 'Mini-Mart', 'Pavillion', '24 hours security', 'Sky Lounge', 'Swimming pool', 'Wading pool']",5500000,Bearing BTS,360,15
11027985,Bangkok,Bang Rak,Condo,1.0,1.0,47,3,"[['S4 Saint Louis BTS', 270], ['S3 Chong Nonsi BTS', 470], ['B1 Sathorn BRT', 570]]",20.0,20,"['CCTV', 'Fitness corner', '24 hours security', 'Swimming pool']",7890000,Saint Louis BTS,270,4
10534670,Samut Prakan,Mueang Samut Prakan,Detached House,4.0,2.0,200,0,,4.0,2,[],8500000,-,0,0
10975846,Bangkok,Ratchathewi,Condo,1.0,1.0,35,3,"[['N1 Ratchathewi BTS', 190], ['N2 Phaya Thai BTS', 500], ['A8 Phaya Thai Airport Link', 580]]",15.0,20,"['Adult Fitness Stations', 'Car Park', 'Community Garden', 'CCTV', 'Drop Off Point', 'Lap pool', 'Lift lobby', 'Lounge', 'Main entrance', 'Multi-Storey Car Park', 'Multi-purpose hall', '24 hours security', 'Swimming pool']",8280000,Ratchathewi BTS,190,13
10858716,Bangkok,Sai Mai,Townhouse,3.0,3.0,119,0,,7.0,10,[],2700000,-,0,0
11024230,Bangkok,Khlong Toei,Condo,1.0,1.0,35,1,"[['E6 Thong Lo BTS', 160]]",16.0,20,"['Car Park', 'Covered car park', 'Community Garden', 'CCTV', 'Fitness corner', 'Gymnasium room', 'Sauna', '24 hours security', 'Swimming pool']",6600000,Thong Lo BTS,160,9
11028260,Bangkok,Phra Khanong,Condo,1.0,1.0,31,3,"[['E10 Bang Chak BTS', 170], ['E9 On Nut BTS', 860], ['E11 Punnawithi BTS', 980]]",8.0,6,"['Basketball court', 'Car Park', 'CCTV', 'Fitness corner', 'Open car park', '24 hours security', 'Steam bath', 'Swimming pool', 'Wading pool']",4687000,Bang Chak BTS,170,9
10561143,Bangkok,Chom Thong,Condo,1.0,1.0,32,1,"[['S11 Wutthakat BTS', 330]]",2.0,1,"['Covered car park', 'CCTV', 'Fitness corner', 'Launderette', '24 hours security', 'Swimming pool']",2400000,Wutthakat BTS,330,6
10936488,Samut Prakan,Bang Bo,Condo,1.0,1.0,31,0,,0.0,1,"['Covered car park', 'Community Garden', 'CCTV', 'Fitness corner', '24 hours security', 'Swimming pool']",1300000,-,0,6
10950011,Nonthaburi,Bang Bua Thong,Townhouse,3.0,3.0,120,1,"[['PP01 Khlong Bang Phai MRT', 640]]",4.0,2,['Covered car park'],1690000,Khlong Bang Phai MRT,640,1
10751882,Nonthaburi,Bang Bua Thong,Townhouse,4.0,2.0,119,0,,2.0,2,"['Community Garden', 'CCTV', 'Playground', '24 hours security']",1790000,-,0,4
